symbol,1,2,3,4,5,6,12,13,14,15,16,23,24,25,26,34,35,36,45,46,56,123,124,125,126,134,135,136,145,146,156
O,0.671745,0.753167,0.504205,0.506698,0.518428,0.507623,0.463358,0.337460,0.338372,0.431209,0.500396,0.495961,0.432710,0.384263,0.379792,0.536940,0.260743,0.255012,0.262964,0.255794,0.511993,0.288818,0.274024,0.309941,0.305612,0.271519,0.220641,0.250528,0.230611,0.250748,0.499898
P,0.707761,0.800493,0.878336,0.506148,0.503521,0.590686,0.614528,0.540396,0.356293,0.355431,0.482610,0.622787,0.402966,0.401803,0.469515,0.502053,0.455150,0.483340,0.509389,0.321413,0.357088,0.516857,0.309502,0.309078,0.396128,0.298973,0.279613,0.391638,0.304486,0.261054,0.301564
Q,0.565098,0.524578,0.607021,0.794025,0.982226,0.564629,0.365320,0.327239,0.425564,0.526593,0.536603,0.426708,0.411511,0.504507,0.364553,0.560646,0.549836,0.327069,0.662714,0.425360,0.528335,0.299362,0.287198,0.309515,0.387126,0.288650,0.287839,0.333714,0.346415,0.346742,0.453960
R,0.508009,0.500358,0.501903,0.508690,0.527859,0.502202,0.263886,0.254625,0.256634,0.266303,0.321507,0.273740,0.254845,0.264035,0.253921,0.307355,0.265727,0.251660,0.332270,0.255037,0.302968,0.255926,0.152945,0.151861,0.270274,0.154408,0.193991,0.167314,0.166865,0.165187,0.267311
S,0.646799,0.634744,0.878336,0.758736,0.536231,0.520408,0.513958,0.513558,0.440982,0.338993,0.362394,0.581257,0.435947,0.330175,0.335998,0.567293,0.456812,0.449510,0.523597,0.403675,0.431380,0.393421,0.333369,0.316237,0.345793,0.314868,0.266431,0.298863,0.289236,0.281303,0.303272
T,0.716394,0.869092,0.590095,0.577238,0.856881,0.702655,0.593902,0.394214,0.388865,0.533542,0.740408,0.506587,0.477764,0.646726,0.580410,0.593180,0.488010,0.386666,0.531160,0.381532,0.543265,0.349242,0.333062,0.491940,0.650592,0.318259,0.293097,0.403443,0.311487,0.398360,0.488678
U,0.600613,0.569011,0.530341,0.509687,0.513434,0.560905,0.325009,0.310762,0.303552,0.306107,0.592615,0.565786,0.289569,0.288780,0.308756,0.291804,0.276914,0.290149,0.473102,0.287663,0.307751,0.290165,0.164665,0.164872,0.304793,0.164462,0.161206,0.296527,0.259659,0.305586,0.349345
V,0.505537,0.569564,0.590095,0.941312,0.500894,0.500010,0.349900,0.331621,0.473550,0.419136,0.422025,0.581873,0.513369,0.285067,0.284864,0.551016,0.295342,0.295106,0.472725,0.470670,0.499864,0.305947,0.290978,0.254675,0.266908,0.296811,0.242015,0.237854,0.346568,0.335379,0.489321
W,0.504498,0.594907,0.500843,0.500125,0.547714,0.503088,0.475075,0.252500,0.252285,0.276013,0.468882,0.300950,0.297747,0.313297,0.412928,0.505559,0.401778,0.251790,0.422002,0.251580,0.286192,0.238823,0.237693,0.252171,0.554596,0.255011,0.207758,0.234574,0.215866,0.234478,0.283202
X,0.500248,0.500618,0.784984,0.751318,0.769079,0.500220,0.457782,0.419100,0.375762,0.384655,0.472726,0.457980,0.375921,0.384802,0.434741,0.552063,0.533238,0.416147,0.624033,0.375752,0.401439,0.317390,0.291221,0.325982,0.452308,0.288976,0.290028,0.330598,0.311804,0.312412,0.328806
Y,0.583203,0.502218,0.504205,0.678890,0.529429,0.507134,0.365141,0.312604,0.370811,0.308103,0.332279,0.428354,0.352764,0.265373,0.260613,0.425430,0.265980,0.256449,0.396163,0.344772,0.451954,0.300974,0.243157,0.228929,0.259858,0.249758,0.184964,0.195159,0.215330,0.207752,0.307517
Z,0.838784,0.666337,0.530341,0.505960,0.515159,0.619790,0.553940,0.433703,0.422149,0.426953,0.522754,0.464863,0.339475,0.338781,0.395509,0.375014,0.293618,0.320471,0.363143,0.319726,0.435850,0.375168,0.283169,0.283683,0.345681,0.268463,0.234909,0.266861,0.265364,0.267874,0.314667
